contig_id,feature_type,start,end,strand,length_bp,locus_tag,gene,product,protein_id,ec_number,db_xref,inference,cumulative_start,cumulative_end
S1A_contig_013,CDS,24006,24570,-,564,PROKKA_02476,,Restriction endonuclease,BS:PROKKA_02476,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04471.6,2597650,2598214
S1A_contig_013,CDS,24682,25501,+,819,PROKKA_02477,mro,Aldose 1-epimerase precursor,BS:PROKKA_02477,5.1.3.3,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P05149,2598326,2599145
S1A_contig_013,CDS,25560,26700,-,1140,PROKKA_02478,dapE_3,putative succinyl-diaminopimelate desuccinylase,BS:PROKKA_02478,3.5.1.18,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q99SN6,2599204,2600344
S1A_contig_013,CDS,26778,27384,-,606,PROKKA_02479,panT,Pantothenic acid transporter PanT,BS:PROKKA_02479,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:A2RIQ0,2600422,2601028
S1A_contig_013,tRNA,27796,27885,+,89,PROKKA_02480,,tRNA-Leu,,,,COORDINATES: profile:Aragorn:1.2,2601440,2601529
S1A_contig_013,CDS,28023,28488,+,465,PROKKA_02481,,Acetyltransferase (GNAT) family protein,BS:PROKKA_02481,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00583.18,2601667,2602132
S1A_contig_013,CDS,28480,28933,-,453,PROKKA_02482,,hypothetical protein,BS:PROKKA_02482,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK04351,2602124,2602577
S1A_contig_013,CDS,29074,29827,-,753,PROKKA_02483,cmpD,Bicarbonate transport ATP-binding protein CmpD,BS:PROKKA_02483,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q55463,2602718,2603471
S1A_contig_013,CDS,29819,30719,-,900,PROKKA_02484,,Branched-chain amino acid transport system / permease component,BS:PROKKA_02484,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02653.10,2603463,2604363
S1A_contig_013,CDS,30715,31711,-,996,PROKKA_02485,,ABC transporter substrate binding protein,BS:PROKKA_02485,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04392.6,2604359,2605355
S1A_contig_013,CDS,31824,32046,+,222,PROKKA_02486,,hypothetical protein,BS:PROKKA_02486,,,ab initio prediction:Prodigal:2.6,2605468,2605690
S1A_contig_013,CDS,32196,32634,-,438,PROKKA_02487,,hypothetical protein,BS:PROKKA_02487,,,ab initio prediction:Prodigal:2.6,2605840,2606278
S1A_contig_013,CDS,32770,35431,-,2661,PROKKA_02488,,Calcium-transporting ATPase 1,BS:PROKKA_02488,3.6.3.8,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q73E41,2606414,2609075
S1A_contig_013,CDS,35739,36897,-,1158,PROKKA_02489,pbpX_2,Putative penicillin-binding protein PbpX,BS:PROKKA_02489,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O31773,2609383,2610541
S1A_contig_013,CDS,36963,37206,+,243,PROKKA_02490,,hypothetical protein,BS:PROKKA_02490,,,ab initio prediction:Prodigal:2.6,2610607,2610850
S1A_contig_013,CDS,37115,37943,-,828,PROKKA_02491,nadE,NH(3)-dependent NAD(+) synthetase,BS:PROKKA_02491,6.3.1.5,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P18843,2610759,2611587
S1A_contig_013,CDS,37945,39139,-,1194,PROKKA_02492,pbpX_3,Putative penicillin-binding protein PbpX,BS:PROKKA_02492,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O31773,2611589,2612783
S1A_contig_013,CDS,39142,40606,-,1464,PROKKA_02493,pncB2_2,Nicotinate phosphoribosyltransferase pncB2,BS:PROKKA_02493,6.3.4.21,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O53770,2612786,2614250
S1A_contig_013,CDS,41219,41921,-,702,PROKKA_02494,yvoA_1,HTH-type transcriptional repressor YvoA,BS:PROKKA_02494,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34817,2614863,2615565
S1A_contig_013,CDS,41945,43091,-,1146,PROKKA_02495,nagA_1,N-acetylglucosamine-6-phosphate deacetylase,BS:PROKKA_02495,3.5.1.25,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34450,2615589,2616735
S1A_contig_013,CDS,43197,43995,-,798,PROKKA_02496,proC,Pyrroline-5-carboxylate reductase,BS:PROKKA_02496,1.5.1.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A9L8,2616841,2617639
S1A_contig_013,CDS,44007,45984,-,1977,PROKKA_02497,ptpA,Prolyl tripeptidyl peptidase precursor,BS:PROKKA_02497,3.4.14.12,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7MUW6,2617651,2619628
S1A_contig_013,tRNA,46121,46202,-,81,PROKKA_02498,,tRNA-Tyr,,,,COORDINATES: profile:Aragorn:1.2,2619765,2619846
S1A_contig_013,CDS,46247,46358,-,111,PROKKA_02499,,hypothetical protein,BS:PROKKA_02499,,,ab initio prediction:Prodigal:2.6,2619891,2620002
S1A_contig_013,CDS,46312,47140,-,828,PROKKA_02500,,hypothetical protein,BS:PROKKA_02500,,,ab initio prediction:Prodigal:2.6,2619956,2620784
S1A_contig_013,CDS,47201,48641,-,1440,PROKKA_02501,dtpT,Di-/tripeptide transporter,BS:PROKKA_02501,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0C2U3,2620845,2622285
S1A_contig_013,CDS,49052,51371,-,2319,PROKKA_02502,macB_3,Macrolide export ATP-binding/permease protein MacB,BS:PROKKA_02502,3.6.3.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q2EHL8,2622696,2625015
S1A_contig_013,CDS,51796,52171,-,375,PROKKA_02503,,hypothetical protein,BS:PROKKA_02503,,,ab initio prediction:Prodigal:2.6,2625440,2625815
S1A_contig_013,CDS,52310,52733,-,423,PROKKA_02504,,hypothetical protein,BS:PROKKA_02504,,,ab initio prediction:Prodigal:2.6,2625954,2626377
S1A_contig_013,CDS,53295,54726,+,1431,PROKKA_02505,melB,Melibiose carrier protein,BS:PROKKA_02505,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P02921,2626939,2628370
S1A_contig_013,CDS,54820,55957,+,1137,PROKKA_02506,,Alpha-L-fucosidase,BS:PROKKA_02506,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF01120.11,2628464,2629601
S1A_contig_013,CDS,56065,56383,-,318,PROKKA_02507,nrdH_2,Glutaredoxin-like protein NrdH,BS:PROKKA_02507,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q48708,2629709,2630027
S1A_contig_013,CDS,56553,58221,-,1668,PROKKA_02508,,phosphoenolpyruvate carboxykinase,BS:PROKKA_02508,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK09344,2630197,2631865
S1A_contig_013,CDS,58435,58603,-,168,PROKKA_02509,,Virus attachment protein p12 family protein,BS:PROKKA_02509,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12669.1,2632079,2632247
S1A_contig_013,CDS,58638,60750,-,2112,PROKKA_02510,feoB,Ferrous iron transport protein B,BS:PROKKA_02510,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8GNS3,2632282,2634394
S1A_contig_013,CDS,60736,61228,-,492,PROKKA_02511,feoA,Ferrous iron transport protein A,BS:PROKKA_02511,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0AEL3,2634380,2634872
S1A_contig_013,CDS,61427,62180,-,753,PROKKA_02512,oatA_3,O-acetyltransferase OatA,BS:PROKKA_02512,2.3.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A3D6,2635071,2635824
S1A_contig_013,tRNA,62465,62541,-,76,PROKKA_02513,,tRNA-Thr,,,,COORDINATES: profile:Aragorn:1.2,2636109,2636185
S1A_contig_013,tRNA,62543,62617,-,74,PROKKA_02514,,tRNA-Glu,,,,COORDINATES: profile:Aragorn:1.2,2636187,2636261
S1A_contig_013,CDS,62790,63429,+,639,PROKKA_02515,,hypothetical protein,BS:PROKKA_02515,,,ab initio prediction:Prodigal:2.6,2636434,2637073
S1A_contig_013,CDS,63467,63980,+,513,PROKKA_02516,,hypothetical protein,BS:PROKKA_02516,,,ab initio prediction:Prodigal:2.6,2637111,2637624
S1A_contig_013,CDS,64132,64657,-,525,PROKKA_02517,,hypothetical protein,BS:PROKKA_02517,,,ab initio prediction:Prodigal:2.6,2637776,2638301
S1A_contig_014,CDS,188,785,-,597,PROKKA_02518,ydjZ,TVP38/TMEM64 family inner membrane protein YdjZ,BS:PROKKA_02518,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P76221,2638712,2639309
S1A_contig_014,CDS,877,1474,+,597,PROKKA_02519,ruvA,Holliday junction ATP-dependent DNA helicase RuvA,BS:PROKKA_02519,3.6.4.12,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P66748,2639401,2639998
S1A_contig_014,CDS,1584,2601,+,1017,PROKKA_02520,ruvB,Holliday junction ATP-dependent DNA helicase RuvB,BS:PROKKA_02520,3.6.4.12,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O32055,2640108,2641125
S1A_contig_014,CDS,2907,3981,+,1074,PROKKA_02521,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,BS:PROKKA_02521,2.4.99.17,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:A8AYK5,2641431,2642505
S1A_contig_014,CDS,4501,5644,+,1143,PROKKA_02522,tgt,Queuine tRNA-ribosyltransferase,BS:PROKKA_02522,2.4.2.29,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P66905,2643025,2644168
S1A_contig_014,CDS,5714,6134,+,420,PROKKA_02523,,preprotein translocase subunit YajC,BS:PROKKA_02523,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK06531,2644238,2644658
S1A_contig_014,CDS,6499,9106,+,2607,PROKKA_02524,adhE,Aldehyde-alcohol dehydrogenase,BS:PROKKA_02524,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0A9Q7,2645023,2647630
S1A_contig_014,CDS,9268,9913,+,645,PROKKA_02525,dtxR,Diphtheria toxin repressor,BS:PROKKA_02525,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0DJL7,2647792,2648437
S1A_contig_014,CDS,9942,11430,+,1488,PROKKA_02526,zwf,Glucose-6-phosphate 1-dehydrogenase,BS:PROKKA_02526,1.1.1.49,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P11411,2648466,2649954
S1A_contig_014,CDS,11633,12737,+,1104,PROKKA_02527,dinB_2,DNA polymerase IV,BS:PROKKA_02527,2.7.7.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q47155,2650157,2651261
S1A_contig_014,CDS,13011,14325,+,1314,PROKKA_02528,,Cobalt-dependent inorganic pyrophosphatase,BS:PROKKA_02528,3.6.1.1,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8XIQ9,2651535,2652849
S1A_contig_014,CDS,14331,15288,+,957,PROKKA_02529,nrnA_3,putative bifunctional oligoribonuclease and PAP phosphatase NrnA,BS:PROKKA_02529,3.1.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q8DTN6,2652855,2653812
S1A_contig_014,CDS,15293,16640,+,1347,PROKKA_02530,cshB,DEAD-box ATP-dependent RNA helicase CshB,BS:PROKKA_02530,3.6.4.13,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P54475,2653817,2655164
S1A_contig_014,CDS,16644,17580,+,936,PROKKA_02531,,hypothetical protein,BS:PROKKA_02531,,,ab initio prediction:Prodigal:2.6,2655168,2656104
S1A_contig_014,CDS,18022,20668,+,2646,PROKKA_02532,alaS,Alanine--tRNA ligase,BS:PROKKA_02532,6.1.1.7,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P67011,2656546,2659192
S1A_contig_014,CDS,20834,20996,+,162,PROKKA_02533,,hypothetical protein,BS:PROKKA_02533,,,ab initio prediction:Prodigal:2.6,2659358,2659520
S1A_contig_014,CDS,21131,21392,+,261,PROKKA_02534,,hypothetical protein,BS:PROKKA_02534,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK05473,2659655,2659916
S1A_contig_014,CDS,21391,21826,+,435,PROKKA_02535,yrrK,Putative Holliday junction resolvase,BS:PROKKA_02535,3.1.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34634,2659915,2660350
S1A_contig_014,CDS,21875,22196,+,321,PROKKA_02536,,hypothetical protein,BS:PROKKA_02536,,,ab initio prediction:Prodigal:2.6,2660399,2660720
S1A_contig_014,CDS,22557,22803,+,246,PROKKA_02537,zapA,Cell division protein ZapA,BS:PROKKA_02537,,,ab initio prediction:Prodigal:2.6;protein motif:HAMAP:MF_02013,2661081,2661327
S1A_contig_014,CDS,22812,23349,+,537,PROKKA_02538,,Colicin V production protein,BS:PROKKA_02538,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF02674.10,2661336,2661873
S1A_contig_014,CDS,23417,25778,+,2361,PROKKA_02539,mutS2,Endonuclease MutS2,BS:PROKKA_02539,3.1.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P65496,2661941,2664302
S1A_contig_014,CDS,25844,26156,+,312,PROKKA_02540,trxA_1,Thioredoxin,BS:PROKKA_02540,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P14949,2664368,2664680
S1A_contig_014,CDS,26653,26803,+,150,PROKKA_02541,,D-Ala-teichoic acid biosynthesis protein,BS:PROKKA_02541,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12459.2,2665177,2665327
S1A_contig_014,CDS,26870,28391,+,1521,PROKKA_02542,dltA,D-alanine--poly(phosphoribitol) ligase subunit 1,BS:PROKKA_02542,6.1.1.13,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P35854,2665394,2666915
S1A_contig_014,CDS,28390,29608,+,1218,PROKKA_02543,patA_2,Peptidoglycan O-acetyltransferase,BS:PROKKA_02543,2.3.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O25526,2666914,2668132
S1A_contig_014,CDS,29676,29922,+,246,PROKKA_02544,dltC,D-alanine--poly(phosphoribitol) ligase subunit 2,BS:PROKKA_02544,6.1.1.13,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q03AZ0,2668200,2668446
S1A_contig_014,CDS,29918,31190,+,1272,PROKKA_02545,,DltD central region,BS:PROKKA_02545,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04918.6,2668442,2669714
S1A_contig_014,CDS,31331,31826,-,495,PROKKA_02546,,hypothetical protein,BS:PROKKA_02546,,,ab initio prediction:Prodigal:2.6,2669855,2670350
S1A_contig_014,CDS,32269,33724,+,1455,PROKKA_02547,murI,Glutamate racemase,BS:PROKKA_02547,5.1.1.3,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q836J0,2670793,2672248
S1A_contig_014,CDS,33720,34245,+,525,PROKKA_02548,,phosphodiesterase,BS:PROKKA_02548,,,ab initio prediction:Prodigal:2.6;protein motif:CLUSTERS:PRK09453,2672244,2672769
S1A_contig_014,CDS,34307,35045,-,738,PROKKA_02549,gla_2,Glycerol facilitator-aquaporin gla,BS:PROKKA_02549,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P22094,2672831,2673569
S1A_contig_014,CDS,35368,35854,+,486,PROKKA_02550,ykuL,CBS domain-containing protein YkuL,BS:PROKKA_02550,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O31698,2673892,2674378
S1A_contig_014,CDS,35939,36842,-,903,PROKKA_02551,,hypothetical protein,BS:PROKKA_02551,,,ab initio prediction:Prodigal:2.6,2674463,2675366
S1A_contig_014,CDS,36902,37787,-,885,PROKKA_02552,ykuT,putative MscS family protein YkuT,BS:PROKKA_02552,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34897,2675426,2676311
S1A_contig_014,CDS,38070,38499,+,429,PROKKA_02553,,hypothetical protein,BS:PROKKA_02553,,,ab initio prediction:Prodigal:2.6,2676594,2677023
S1A_contig_014,CDS,38513,39041,+,528,PROKKA_02554,,YtxH-like protein,BS:PROKKA_02554,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12732.1,2677037,2677565
S1A_contig_014,CDS,39266,39788,+,522,PROKKA_02555,niaR,putative transcription repressor NiaR,BS:PROKKA_02555,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9X1T8,2677790,2678312
S1A_contig_014,CDS,39881,40985,-,1104,PROKKA_02556,pepQ,Xaa-Pro dipeptidase,BS:PROKKA_02556,3.4.13.9,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q9S6S1,2678405,2679509
S1A_contig_014,CDS,41292,42294,+,1002,PROKKA_02557,ccpA_2,Catabolite control protein A,BS:PROKKA_02557,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P25144,2679816,2680818
S1A_contig_014,CDS,42418,45202,-,2784,PROKKA_02558,pbpF_1,Penicillin-binding protein 1F,BS:PROKKA_02558,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P38050,2680942,2683726
S1A_contig_014,CDS,45503,46187,+,684,PROKKA_02559,yfnB,Putative HAD-hydrolase YfnB,BS:PROKKA_02559,3.-.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O06480,2684027,2684711
S1A_contig_014,CDS,46193,46946,-,753,PROKKA_02560,birA,Bifunctional ligase/repressor BirA,BS:PROKKA_02560,6.3.4.15,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0CI75,2684717,2685470
S1A_contig_014,CDS,47058,48462,-,1404,PROKKA_02561,pepV,Beta-Ala-Xaa dipeptidase,BS:PROKKA_02561,3.4.13.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P45494,2685582,2686986
S1A_contig_014,CDS,48600,49941,-,1341,PROKKA_02562,glpQ1_2,putative glycerophosphoryl diester phosphodiesterase 1,BS:PROKKA_02562,3.1.4.46,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P96236,2687124,2688465
S1A_contig_014,CDS,50059,50374,+,315,PROKKA_02563,,hypothetical protein,BS:PROKKA_02563,,,ab initio prediction:Prodigal:2.6,2688583,2688898
S1A_contig_014,CDS,50677,51745,+,1068,PROKKA_02564,,YibE/F-like protein,BS:PROKKA_02564,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF07907.5,2689201,2690269
S1A_contig_014,CDS,51741,52479,+,738,PROKKA_02565,,YibE/F-like protein,BS:PROKKA_02565,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF07907.5,2690265,2691003
S1A_contig_014,CDS,52480,53083,+,603,PROKKA_02566,,Calcineurin-like phosphoesterase superfamily domain protein,BS:PROKKA_02566,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF12850.1,2691004,2691607
S1A_contig_014,CDS,53194,54571,+,1377,PROKKA_02567,yfkN_2,Trifunctional nucleotide phosphoesterase protein YfkN precursor,BS:PROKKA_02567,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O34313,2691718,2693095
S1A_contig_014,CDS,54620,55265,+,645,PROKKA_02568,,hypothetical protein,BS:PROKKA_02568,,,ab initio prediction:Prodigal:2.6,2693144,2693789
S1A_contig_014,CDS,55273,56050,+,777,PROKKA_02569,yutF,putative hydrolase YutF,BS:PROKKA_02569,3.-.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O32125,2693797,2694574
S1A_contig_014,CDS,56055,56679,+,624,PROKKA_02570,,hypothetical protein,BS:PROKKA_02570,,,ab initio prediction:Prodigal:2.6,2694579,2695203
S1A_contig_014,CDS,56766,57420,-,654,PROKKA_02571,yghB_2,Inner membrane protein YghB,BS:PROKKA_02571,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0AA60,2695290,2695944
S1A_contig_014,CDS,57505,58009,-,504,PROKKA_02572,,Phosphatidylglycerophosphatase A,BS:PROKKA_02572,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF04608.7,2696029,2696533
S1A_contig_014,CDS,58047,59034,-,987,PROKKA_02573,yumC,Ferredoxin--NADP reductase 2,BS:PROKKA_02573,1.18.1.2,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O05268,2696571,2697558
S1A_contig_014,CDS,59257,59842,+,585,PROKKA_02574,,Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase,BS:PROKKA_02574,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q5XAQ1,2697781,2698366
S1A_contig_014,CDS,59929,60289,+,360,PROKKA_02575,yugI_2,General stress protein 13,BS:PROKKA_02575,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P80870,2698453,2698813
S1A_contig_015,CDS,352,601,-,249,PROKKA_02576,,hypothetical protein,BS:PROKKA_02576,,,ab initio prediction:Prodigal:2.6,2699571,2699820
S1A_contig_015,CDS,871,1513,+,642,PROKKA_02577,,Acetyltransferase (GNAT) family protein,BS:PROKKA_02577,,,ab initio prediction:Prodigal:2.6;protein motif:Pfam:PF00583.18,2700090,2700732
S1A_contig_015,CDS,1748,3389,-,1641,PROKKA_02578,dppE_5,Dipeptide-binding protein DppE precursor,BS:PROKKA_02578,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P26906,2700967,2702608
S1A_contig_015,CDS,3504,4752,+,1248,PROKKA_02579,pepT,Peptidase T,BS:PROKKA_02579,3.4.11.4,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P0C2T7,2702723,2703971
S1A_contig_015,CDS,5180,6974,+,1794,PROKKA_02580,licR_8,putative licABCH operon regulator,BS:PROKKA_02580,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P46321,2704399,2706193
S1A_contig_015,CDS,6958,7999,+,1041,PROKKA_02581,ypdE,Aminopeptidase YpdE,BS:PROKKA_02581,3.4.11.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P77585,2706177,2707218
S1A_contig_015,CDS,8153,8486,+,333,PROKKA_02582,lacF_2,Lactose-specific phosphotransferase enzyme IIA component,BS:PROKKA_02582,2.7.1.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P23532,2707372,2707705
S1A_contig_015,CDS,8542,8881,+,339,PROKKA_02583,licB_5,Lichenan-specific phosphotransferase enzyme IIB component,BS:PROKKA_02583,2.7.1.69,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:P46318,2707761,2708100
S1A_contig_015,CDS,8917,10243,+,1326,PROKKA_02584,gmuC_3,Oligo-beta-mannoside permease IIC component,BS:PROKKA_02584,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:O05507,2708136,2709462
S1A_contig_015,CDS,10410,11490,+,1080,PROKKA_02585,,putative peptidase,BS:PROKKA_02585,3.4.-.-,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q7A552,2709629,2710709
S1A_contig_015,CDS,11476,12679,+,1203,PROKKA_02586,patB_3,Cystathionine beta-lyase PatB,BS:PROKKA_02586,4.4.1.8,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q08432,2710695,2711898
S1A_contig_015,CDS,12798,14040,-,1242,PROKKA_02587,,hypothetical protein,BS:PROKKA_02587,,,ab initio prediction:Prodigal:2.6,2712017,2713259
S1A_contig_015,CDS,14305,14686,-,381,PROKKA_02588,manX_8,PTS system mannose-specific EIIAB component,BS:PROKKA_02588,,,ab initio prediction:Prodigal:2.6;similar to AA sequence:UniProtKB:Q5XAF5,2713524,2713905
